Geneid	Genesymbol
ENSG00000269386.6	RAB11B-AS1
ENSG00000099783.13	HNRNPM
ENSG00000197961.12	ZNF121
ENSG00000171469.11	ZNF561
ENSG00000171466.10	ZNF562
ENSG00000130810.20	PPAN
ENSG00000130816.17	DNMT1
ENSG00000271010.1	ENSG00000271010
ENSG00000197256.11	KANK2
ENSG00000290463.1	ENSG00000290463
ENSG00000197044.11	ZNF441
ENSG00000171295.13	ZNF440
ENSG00000171291.9	ZNF439
ENSG00000278897.1	ENSG00000278897
ENSG00000198429.10	ZNF69
ENSG00000257446.4	ZNF878
ENSG00000223547.10	ZNF844
ENSG00000290812.1	ENSG00000290812
ENSG00000293234.1	ENSG00000293234
ENSG00000132004.13	FBXW9
ENSG00000105576.16	TNPO2
ENSG00000037757.14	MRI1
ENSG00000290008.1	ENSG00000290008
ENSG00000268289.1	ENSG00000268289
ENSG00000130299.17	GTPBP3
ENSG00000207166.1	SNORA68
ENSG00000105676.14	ARMC6
ENSG00000167491.18	GATAD2A
ENSG00000184635.17	ZNF93
ENSG00000182141.10	ZNF708
ENSG00000197020.12	ZNF100
ENSG00000213973.10	ZNF99
ENSG00000293107.1	ENSG00000293107
ENSG00000269837.2	IPO5P1
ENSG00000213096.11	ZNF254
ENSG00000153879.9	CEBPG
ENSG00000089351.15	GRAMD1A
ENSG00000126254.12	RBM42
ENSG00000126264.10	HCST
ENSG00000075702.19	WDR62
ENSG00000181007.9	ZFP82
ENSG00000254004.7	ZNF260
ENSG00000188227.14	ZNF793
ENSG00000130402.14	ACTN4
ENSG00000104825.17	NFKBIB
ENSG00000241983.3	RN7SL566P
ENSG00000269858.6	EGLN2
ENSG00000076928.20	ARHGEF1
ENSG00000079435.10	LIPE
ENSG00000167378.10	IRGQ
ENSG00000105767.3	CADM4
ENSG00000130202.10	NECTIN2
ENSG00000104884.17	ERCC2
ENSG00000011478.13	QPCTL
ENSG00000090372.15	STRN4
ENSG00000105281.13	SLC1A5
ENSG00000118162.14	KPTN
ENSG00000178150.10	ZNF114
ENSG00000105447.13	GRWD1
ENSG00000063176.16	SPHK2
ENSG00000087074.9	PPP1R15A
ENSG00000269469.1	ENSG00000269469
ENSG00000200259.1	SNORD35A
ENSG00000268047.1	ENSG00000268047
ENSG00000213024.13	NUP62
ENSG00000169136.13	ATF5
ENSG00000283842.1	MIR4751
ENSG00000142528.16	ZNF473
ENSG00000268854.1	ENSG00000268854
ENSG00000268375.1	ENSG00000268375
ENSG00000268316.1	ENSG00000268316
ENSG00000268095.1	ZNF649-AS1
ENSG00000198093.11	ZNF649
ENSG00000196267.14	ZNF836
ENSG00000290721.1	ENSG00000290721
ENSG00000213020.10	ZNF611
ENSG00000221874.4	ZNF816-ZNF321P
ENSG00000180257.14	ZNF816
ENSG00000269082.1	ENSG00000269082
ENSG00000213777.6	ENSG00000213777
ENSG00000133265.11	HSPBP1
ENSG00000063244.14	U2AF2
ENSG00000267908.2	ZSCAN5DP
ENSG00000290720.1	ZNF542P
ENSG00000240225.11	ZNF542P
ENSG00000166770.12	ZNF667-AS1
ENSG00000196867.8	ZFP28
ENSG00000269696.3	ZNF470-DT
ENSG00000269793.7	ZIM2-AS1
ENSG00000121406.9	ZNF549
ENSG00000269343.9	ZNF587B
ENSG00000204514.11	ZNF814
ENSG00000171606.18	ZNF274
ENSG00000142396.11	ERVK3-1
ENSG00000283103.5	ENSG00000283103
ENSG00000182318.6	ZSCAN22
ENSG00000101282.9	RSPO4
ENSG00000229686.1	SNORD56
ENSG00000088854.13	DNAAF9
ENSG00000275491.1	LINC01730
ENSG00000101265.16	RASSF2
ENSG00000125772.14	GPCPD1
ENSG00000286235.1	ENSG00000286235
ENSG00000278719.1	MCM8-AS1
ENSG00000101333.19	PLCB4
ENSG00000101384.12	JAG1
ENSG00000101230.6	ISM1
ENSG00000202260.1	RN7SKP69
ENSG00000227693.1	GSTM3P1
ENSG00000277938.1	ENSG00000277938
ENSG00000100994.12	PYGB
ENSG00000100997.20	ABHD12
ENSG00000286483.1	ENSG00000286483
ENSG00000235313.1	HM13-IT1
ENSG00000230801.1	ENSG00000230801
ENSG00000260903.3	XKR7
ENSG00000101346.15	POFUT1
ENSG00000101350.8	KIF3B
ENSG00000228386.2	ENSG00000228386
ENSG00000078747.17	ITCH
ENSG00000206582.1	Y_RNA
ENSG00000199676.1	Y_RNA
ENSG00000235044.1	PPIAP3
ENSG00000196756.15	SNHG17
ENSG00000235408.6	SNORA71B
ENSG00000101447.15	FAM83D
ENSG00000198900.7	TOP1
ENSG00000101057.16	MYBL2
ENSG00000197296.6	FITM2
ENSG00000124120.11	TTPAL
ENSG00000196839.14	ADA
ENSG00000101109.13	STK4
ENSG00000064601.21	CTSA
ENSG00000271984.1	ENSG00000271984
ENSG00000124126.14	PREX1
ENSG00000158470.5	B4GALT5
ENSG00000054793.14	ATP9A
ENSG00000101115.13	SALL4
ENSG00000101144.13	BMP7
ENSG00000273154.3	ENSG00000273154
ENSG00000229299.2	ZBTB46-AS2
ENSG00000290226.1	ENSG00000290226
ENSG00000101152.12	DNAJC5
ENSG00000171700.14	RGS19
ENSG00000185272.14	RBM11
ENSG00000154736.6	ADAMTS5
ENSG00000273464.1	ENSG00000273464
ENSG00000156299.15	TIAM1
ENSG00000284448.1	MIR6501
ENSG00000159147.18	DONSON
ENSG00000183527.12	PSMG1
ENSG00000182240.16	BACE2
ENSG00000173276.14	ZBTB21
ENSG00000241945.8	PWP2
ENSG00000272825.1	ENSG00000272825
ENSG00000215424.10	MCM3AP-AS1
ENSG00000160298.18	C21orf58
ENSG00000286195.1	ENSG00000286195
ENSG00000093100.13	ENSG00000093100
ENSG00000070413.21	DGCR2
ENSG00000070371.16	CLTCL1
ENSG00000100084.14	HIRA
ENSG00000242259.9	C22orf39
ENSG00000128185.10	DGCR6L
ENSG00000289564.1	ENSG00000289564
ENSG00000275004.4	ZNF280B
ENSG00000231271.1	ENSG00000231271
ENSG00000272798.1	ENSG00000272798
ENSG00000271138.1	IGLVIVOR22-1
ENSG00000100058.15	CRYBB2P1
ENSG00000272977.1	ENSG00000272977
ENSG00000100077.16	GRK3
ENSG00000100104.13	SRRD
ENSG00000180957.19	PITPNB
ENSG00000100219.17	XBP1
ENSG00000100280.17	AP1B1
ENSG00000290778.1	ENSG00000290778
ENSG00000184708.18	EIF4ENIF1
ENSG00000231253.2	LINC01640
ENSG00000228622.1	ENSG00000228622
ENSG00000100345.23	MYH9
ENSG00000278420.1	MIR6819
ENSG00000128311.14	TST
ENSG00000100379.18	KCTD17
ENSG00000100092.24	SH3BP1
ENSG00000285304.1	ENSG00000285304
ENSG00000207227.1	RNU6-900P
ENSG00000233739.1	ENSG00000233739
ENSG00000266594.1	MIR4766
ENSG00000200683.1	RNU6-379P
ENSG00000291035.1	RRP7BP
ENSG00000182841.15	RRP7BP
ENSG00000100304.13	TTLL12
ENSG00000138944.8	SHISAL1
ENSG00000226328.8	NUP50-DT
ENSG00000093000.19	NUP50
ENSG00000184164.15	CRELD2
ENSG00000169093.16	ASMTL
ENSG00000214717.12	ZBED1
ENSG00000047644.20	WWC3
ENSG00000130962.18	PRRG1
ENSG00000171659.16	GPR34
ENSG00000102221.14	JADE3
ENSG00000233661.1	SPIN4-AS1
ENSG00000228158.2	TLE1P1
ENSG00000181704.12	YIPF6
ENSG00000090889.12	KIF4A
ENSG00000204116.12	CHIC1
ENSG00000102158.22	MAGT1
ENSG00000073905.8	VDAC1P1
ENSG00000102384.14	CENPI
ENSG00000196440.12	ARMCX4
ENSG00000290908.1	ENSG00000290908
ENSG00000198932.13	GPRASP1
ENSG00000230320.1	BEND7P1
ENSG00000133131.15	MORC4
ENSG00000182492.16	BGN
ENSG00000067842.19	ATP2B3
ENSG00000262919.8	CCNQ
ENSG00000067048.17	DDX3Y
ENSG00000176728.10	TTTY14
ENSG00000291033.1	TXLNGY
ENSG00000280969.2	RPS4Y2
ENSG00000210140.1	MT-TC
ENSG00000210144.1	MT-TY
ENSG00000210156.1	MT-TK
ENSG00000198695.2	MT-ND6
