Supplementary table 2_3: Pearson correlation results of N-RNA			
GPCPD1	IRF3	AD000091.1	AC096751.1
ZFP2	TNRC6B	ZCCHC9	MARVELD3
AC092117.1	HCAR1	LINC01180	AL512358.1
BX119917.1	DSCC1	PLCH1-AS1	CHMP1B
CASC2	YWHABP1	CEP164P1	SNRK-AS1
HSD17B1	STAP2	RPSAP54	SLC27A3
FRMPD1	ANO3	RPL12P38	SNAP47-AS1
PPA1	ETV7	PRELID3BP10	AC004233.1
GDF6	AC068781.1	AL603825.1	PDCD1
ZNF71	INTS1	RPL5P25	CEACAMP6
FAM47E-STBD1	AC084024.2	KHDRBS1	RB1CC1
RILPL2	RNLS	SNAPC2	VSTM1
DMRT1	SFTPD	AL031186.1	AC005759.1
PIGF	AC009019.1	AL591428.1	FZD8
AL118511.1	LINC01535	FIGN	CCDC152
AL133500.1	METTL27	XPR1	ZFP42
AL391822.1	LSR	TPT1	AC009061.1
NNT	HAND2-AS1	BAZ1B	PCDH8
AC011676.4	SLC33A1	RPL13P2	FOXN3
SOX1	AL035405.1	SSR3	RASIP1
LLPH-DT	AL049830.3	PCDH18	AL139095.5
AC078860.3	AC005906.2	AC078860.3	SERPINA11
TRIM36	S100A1	LRP2BP	RAP1GAP
AL691432.2	LINC01162	HNRNPA1P74	PON1
AC006460.1	VASH2	AC092115.2	TMC8
AC005383.1	AC007066.3	POLR2M	HCG25
AL359258.3	SMG1P6	AC080188.1	AC074117.2
LETMD1	AC104164.2	AL161729.4	PAPLN
EPHX2	AC074051.5	AC092718.4	NLRP3
AC008937.2	RPS3AP34	AC093225.1	MTND5P2
AL359762.1	PRDM5	TRIM29	PPM1K
NUDT8	SNORA13	PEX14	NAV2-AS2
POMGNT1	ASB9P1	AC080038.2	ZBTB44
CNTN4-AS1	AC118549.1	AC008758.5	CD8B
AC018659.4	LINC02269	GPRASP2	MIR555
CST3	Z73495.1	WNT4	DENND1C
TUBB2B	SHROOM1	ZNF22	SNORA81
PFN2	SIX3-AS1	EML3	ACADSB
CKAP4	OR1D3P	AC024610.2	ZNF578
AKR7A2	AC006238.2	RPL22P2	UBE2O
AC069257.4	AC005740.5	RLBP1	AC027682.1
AC024337.2	BUB1B	AC073052.2	AC084864.2
ANKFN1	GPR63	MYL6B	CSNK1G1
AC005520.4	CLDN10	AC009292.2	UBA6-AS1
PTK2	PANX2	SHROOM3	MPHOSPH8
BTN2A2	SORBS1	SNRNP27	HPN-AS1
COL4A2	RAB29	C1orf21	SLC16A11
LINC01894	AC127459.3	PSMA6P4	DDR1
MED9	PAM16	SERGEF	LINC01126
PRICKLE4	AP000844.2	WDR54	PPP1R3B
TLX2	RHOF	AC079447.1	TDRD10
RPS4XP13	AP005432.1	ZBTB10	CCDC172
AC005165.1	C17orf80	RPL5P5	PCDHA6
MYCL	AC004900.1	ARL6IP1	CRTC2
REPIN1	LGR6	NAP1L1	PLPP2
FAM86HP	CLDN14	CAMK2N1	C1orf116
RPL10P1	LINC00926	AC078905.1	PITPNM2
TMEM31	HLA-DMA	GLYCTK-AS1	USP19
AL357055.1	AC112694.1	SMIM7	AL358613.2
LRRC28	SRSF10	AGBL5	AL358332.1
PLAT	MFSD13B	DAB1	AC126177.1
LMLN	GMDS	RPL23A	MIR302CHG
SKA2	SAMD1	GYPC	SRRM3
MVK	TPST2	PRELID2	POLR3GP1
ZNF603P	AC091825.1	FREM2	AC022784.1
PPIL3	AC020658.3	UXS1	ZIC2
C12orf76	ACO2	AC109466.1	XIAPP3
LNPK	ABI3	RPL35A	VN1R48P
NATD1	AC129926.1	EMID1	FAM78A
HIC2	VWFP1	AC008446.1	AC011352.2
AL133299.1	HDAC5	AC004943.2	UBL3
AL162231.2	RPE	AC010768.1	AL591506.1
AC108451.2	DCP2	TCF3	SPDEF
PFN1P2	CFC1	CTDSPL	TENT5B
AC012470.1	AC107959.2	RRM1	MIR367
CLUAP1	C15orf39	AC106882.1	AUH
AC020658.1	Z98885.3	KIAA1841	ALG3
CDH15	AC105233.3	RPL7P23	RDH8
AC010997.3	GUCY2EP	AL391650.1	LINC01358
RAI14	AC034229.1	POC5	TASOR2
FAM86B1	CCDC122	LEPROTL1	DUSP13
AC093423.2	CSNK1G3	KIF15	C1GALT1
EZH2P1	NUTM2B-AS1	RNF145	PLEKHG6
AC117500.3	RNU6-126P	AC097713.1	SORBS1
ATP6V0E2-AS1	AC078889.1	AL159163.1	PRICKLE2-AS3
GPRASP1	AC241520.1	RPL5	POLR3G
FYTTD1	SNORD64	ANAPC16	GCDH
AC110998.1	AC027097.1	AC020978.7	MBOAT1
LPXN	SMPD4P1	TYMSOS	CD53
SYNGR1	JAKMIP1	DFFA	SMAP1
VSIG10L2	ZMIZ2	GAPDHP65	PARP1P1
RPS3AP26	KHDC4	AC068792.1	ZNF142
NWD2	RHOH	AC092818.1	MTMR11
TMEM231	TRAV8-3	AC009108.1	ANO1
CD47	ZNF281	PDCL	AP003396.3
SEC63	AC024940.2	NTAN1	CECR3
SREBF2-AS1	AC008761.2	CCDC34	SNTG2
TULP3	STRN	RPS19P1	PLCL2
AC103952.2	PTCRA	AC117378.1	PIM2
SLC16A3	SMIM10L2A	COL17A1	TMEM30B
HHIP	SLC44A3-AS1	CPB2-AS1	NDUFB11P1
WDR5B	ZNF486	PAUPAR	TMCO4
ZNF584	DEDD2	POFUT2	VPS13D
AL662884.4	RNASE1	AC023055.1	CHCHD2P7
S1PR1	LINC02685	CHI3L1	SLITRK3
ONECUT1	APOC1	AL357153.3	AL157935.2
LINC02097	HTR1A	ANKRD19P	ATXN1-AS1
LMNA	RNF149	CUL3	C16orf89
FBXW8	AP003497.1	AHCYL1	HRG
AC132192.2	AKR1C3	RRM1-AS1	FAM120A
CNBD2	GPLD1	PANK2	AC004466.2
CADM1	PLCB2-AS1	RPS19P3	AC006238.1
MDK	FUBP3	SFRP2	KIAA1614-AS1
PPP1R1A	AC092756.1	MSANTD3	AF131215.6
SLC25A21-AS1	AURKC	EIF4BP8	AP002992.1
DLG3	MIR603	CREM	AL592148.2
C1orf53	BUB3	CDC42	KIAA1257
CDON	AC025750.3	DEUP1	PTPN7
RASD1	LARS1	MORF4	MT-ND4L
AC234917.3	MTND4P32	ADH5	HTR3E-AS1
AL121928.1	LINC02773	RPS11	PGA5
TP53BP1	GOLPH3	RPS26P39	AC104335.3
FAM86FP	AC015983.2	ZNF639	SERPINF2
AL133410.3	RGS14	AL627316.1	AC004846.1
DCUN1D4	SCN1B	EFHD2	AC010336.3
TRMT10A	SHTN1	AC131235.2	GRTP1
A1BG-AS1	BX276092.9	HSF2	FKBP15
SSR4	RPL23AP40	CTXN3	AP1M2
ANAPC13	AL049840.3	IKBIP	AC037441.1
AKAIN1	PLPP5	P3H1	AC007128.1
AC005586.1	AC091544.4	RPS3A	AC105137.2
AC010624.3	AC005787.1	C16orf74	UCKL1-AS1
GKAP1	AC008687.3	MAP4	DOC2B
CDK14	AL645922.1	GLDC	AC090340.1
CDH18	AL359834.1	AC013643.2	AL139011.2
CHD4	FGF16	MAGEE1	OVOL1
AC011388.1	AL158077.2	HOMER3	KCNK12
ITGAE	AC073626.2	MRPS21	OR7E130P
ONECUT2	SLFNL1	CAHM	FAM91A2P
AC087175.1	FAM47C	ASF1B	CKMT1B
AC007639.1	MYO19	RFK	FZD7
AL365357.1	IGLL3P	TRIM53BP	AC022893.1
AP000553.1	MAP4K2	LRRC8C	PLA2G4C
ANXA2P2	AC092850.2	AP003352.1	AL136379.1
H6PD	ANKRD1	AC012456.1	HGF
FSCN1P1	AL133493.2	CCNJL	AC006020.1
TMLHE	ROCK1	GPHN	ANGPTL6
DNAJB2	CHRNE	LIX1	ARID5A
DST-AS1	AC091825.2	GAPDHP69	ZNF208
AC073283.2	CAAP1	FZD4-DT	CMAHP
RALY	SCARA5	FUNDC2P1	AC073585.2
AC092115.2	G2E3	SSR2	AC011479.5
SLC25A3	VN1R81P	ANKRD27	IL17RC
CYP51A1P2	EIF5AP3	TP63	AC003973.2
C1QTNF6	AC015813.1	AC020978.5	HTR3A
ZNF77	PHF7	HOMEZ	BEX4
AC012629.2	UGT3A2	ERF	CAPN8
FAM3D	OR5H2	HS2ST1	PPIAP79
FAM214B	KIF20B	AC244034.1	GRB7
RIOX2	THRB-AS1	ERRFI1	COBL
NTRK3	RN7SL279P	TADA1	TMPRSS2
ZBTB22	AL118505.1	FOXB1	MAL2
GSTM2P1	TRANK1	ADH4	COL13A1
AC092045.1	NSD1	CEP19	AUTS2
AL356585.1	G2E3-AS1	TRAV19	ZNF185
SLFN5	AF064858.2	CFAP36	GRTP1-AS1
TP53INP1	SLC22A7	NONO	ENG
ARF5	SFN	SOX21-AS1	PROKR2
LRRC3	AL022332.2	AC103855.2	PROP1
TIAM1	CST1	HNRNPA1P55	KDM2A
AC116535.2	MYBBP1A	AC096861.2	HCG20
BCL7C	AL359399.1	RPL34	NFS1
UBA6-AS1	PLIN4	BX890604.2	AL031686.1
FANCE	CARD10	DVL2	AC104134.1
MFNG	RANBP2	AC091429.1	SPATA3-AS1
TPT1P4	PLS3	MAB21L4	LINC00466
BCDIN3D	NAV2	YWHAZ	AP001604.1
AL035661.2	RNU6-875P	RPL35AP21	AL121782.1
SLC35E1P1	AC010761.2	NQO2-AS1	AL132655.2
SYT17	ZNF714	MYL4	DHDH
ARFGAP2	SLC51A	TYMS	FMN1
FKBP9P1	NMD3P2	RPL30	BNIPL
IFT46	AC092636.2	AL133477.1	SIGLEC17P
SSBP4	DLGAP1	BZW2	CUZD1
DLEU2	PPP4R3A	PCYOX1	AP000786.1
GDE1	NPIPB10P	UBA52P8	PNPLA5
INPP1	AC010522.1	AL391645.1	NF2
AL137798.3	AL139095.5	ZNF710	RASGRP4
TMEM101	PARN	IMMP1L	UNC5D
P4HA2-AS1	SHCBP1	PRRT4	AC084855.1
UBTD2	AP000343.1	Z73417.1	AC007991.3
STX10	AC131953.3	OXSR1	HDAC10
TARS3	AL512358.1	AC017104.2	GOLGA6D
AC002472.3	AL137013.1	NMT2	SNORD116-1
INO80B-WBP1	SCTR	AC073508.2	PLA2G4F
KCNJ12	GPR68	SORCS2	KRT8P51
LINC02798	UGT3A1	AC110285.6	DNAJC5G
AP3S2	LINC01331	CCDC160	GRPR
WDFY3-AS2	SMIM24	C13orf42	USP9X
SMUG1	FBXO28	SMYD3	KIAA0319L
LAMP5	STK33	AC012508.1	MIR302B
UNC119B	GXYLT1	EEF1A1P4	RARRES2
TMCC1-AS1	CEP135	LPIN2	OGDH
SCML1	AC008958.1	RAET1E	MBTD1
UBE3B	AC091152.2	AL353600.2	GLRA4
BLOC1S5	AC106754.1	COQ10A	VENTXP7
ATP5MC2P4	AL161756.2	RPL37	RALGPS1
AL121899.4	KCNN4	NRCAM	TMEM254-AS1
ABHD10	AL160412.1	AC013452.2	H2AC6
ADAM17	AC131009.1	SELENBP1	AL357075.1
ACTG1P11	KIAA0319	AC018630.2	ITGAM
RAD51C	MIR6829	BARHL2	AC074141.1
AC138647.2	LINC00431	ZNF816-ZNF321P	AC005839.1
C9orf50	FCER2	DCUN1D4	AC104461.1
AC020658.2	LINC02074	ECE1	NAIP
KIAA1211L	AC116366.3	CNTN6	FXYD7
FOXD2-AS1	AC138207.4	MAP7D1	ITGAL
SLK	GRAMD1A	MED6	HBP1
ZNF512	ERMP1	LDHAP4	AMBP
HMGN1	LRGUK	AC008038.1	RNU6-126P
COX10-AS1	EMD	AC005740.2	UCMA
EFCC1	SH3KBP1	AC091053.1	AC010547.2
AC108448.3	AC117503.4	AC008957.1	AC121338.2
STBD1	PIM1	AC098935.1	PHLPP1
ITGA4	AC061975.8	MERTK	AC119427.2
RBM10	SLC15A4	TMED8	MAGI1
AL669970.3	LAG3	AC020900.1	GPAT3
TRIM68	AC113615.1	HEYL	ALG1L5P
DNAJC4	AL157413.1	RPS3	RASAL3
SMCR2	AC137630.4	KLRA1P	GHRHR
AC124242.1	CNN2	EIF3LP2	AC010625.1
DCTD	CHIC1	LINC00456	CDCP1
SMAD3	GCSAM	CXXC4-AS1	ALOX12P2
DAP	AC105230.1	RPL7P9	AL512430.2
AC108451.1	AC100821.1	AL049543.1	BICDL2
AC117500.5	HLA-DRB1	IDH2	GRAMD1A
LINC01578	AC108134.3	DLGAP2	SLC23A3
ARSL	AC067863.1	SNHG7	GRIPAP1
AC009126.1	AL645465.1	EEF1A1	ACOT12
EIF3L	AL162457.1	MCAM	AC009163.1
TXNIP	AL590609.1	AC106786.1	P2RX1
AC010494.1	VAC14-AS1	MIR670HG	SLC17A9
TRHDE	AC090015.1	SUMO2	TMEM26-AS1
C16orf86	QSOX2	NTF3	SNORD64
FOXD2	AC025031.5	H3P37	CLEC3A
AC092143.3	ACOT6	COX7A2L	CXXC5-AS1
PCDH15	RN7SL280P	SNORD4B	AC003991.2
YAF2	ANKRD11	AL031729.1	AC084123.1
C11orf96	AC087741.1	ARHGAP17	LINC02714
AL354920.1	LINC01137	CAST	TPTE2P1
CTHRC1	AC012618.3	AC079906.1	AC012307.1
CDH11	RNU6-45P	GLUD2	AC124312.3
MDP1	AC026471.6	LINC01603	GAB3
EXOC4	CHRNA3	ADCY3	ITPR1
ASAP1	HMGA1P5	ENOSF1	AL513523.5
PROX1-AS1	AC004832.1	FHOD3	IL6R
NIPAL4	ILRUN	GNG11	HLTF
AL121776.1	APCDD1L	TAF9B	C2orf78
AC026774.1	GJA3	TUBBP6	SLC5A2
XRRA1	FREM2-AS1	EXTL3	TREML2
GFRA2	AC093227.3	AC115223.1	AP000944.7
AC104521.1	AL451069.1	CRKL	AC091820.1
ZFP90	ZNF469	TRIM16	HTR7
NUDT2	INTS11	AC087633.2	AC097515.1
CETN4P	AL157827.2	EEF1A1P5	LCK
SDSL	TTC27	GLYCTK	COASY
AC091685.2	SFR1P1	NLGN1	AC007614.1
SUMO3	PBX1	RAB28	AC112695.1
GIN1	ANKRD33	AC107976.1	KLHL4
BTG3-AS1	AC008014.1	HOMER3-AS1	AC010230.1
H3P16	ZNF876P	AC027228.2	ZFP62
RPL34P18	SLC38A1	DENND2B	CAVIN1
DCST2	AC114748.1	PRR11	PRSS21
SPECC1L	AL357127.2	SCUBE2	F2RL1
CDS2	AC011287.1	AC079298.3	BHMG1
RTF2	AL139353.1	TOR1B	DEPTOR
CCDC174	UPF2	KDELR1	NPAP1
FAM92A1P1	C8orf86	RPL23AP42	SNORD17
CLEC18A	MCRIP2	GPX3	INKA2-AS1
AC006254.1	KIF26A	RPL41	AC108134.1
GRP	CA11	NIPSNAP3A	RASGRP2
CXCR4	AC011498.4	RPL5P30	ZSCAN10
P2RX4	KCNC3	AL138963.4	TDRD1
HTRA2	AC009533.4	ME3	PRDM14
ATG12	CRACR2A	RPL39P40	DRD3
ENTPD6	AC087392.2	ZFAND2A	NPY
AC010997.2	SLC25A5P5	TPRA1	UBP1
AL662884.3	AC087235.2	CBX1	AC119427.1
GLUL	TRERF1	NENF	AC099314.1
PUF60	JUP	ZBTB16	PRR20G
AC084125.1	AC106028.3	RPL23P8	TNFSF11
FSCN3	FAR2	AL451081.2	CDH1
NAXD	ZNF589	AC002069.2	MFAP4
RAB4A	LINC02576	DDHD2	STK11IP
PRELP	TROAP	CHN2-AS1	AP003721.1
SMARCB1	NFXL1	AC007098.1	RFX1
AZIN1-AS1	PASK	FOXE3	PCDH10
GNAS	LINC00664	MAP2K6	SPIB
PMS2	A2ML1-AS1	RPL6	FHDC1
SLC43A2	SH2B3	AL122001.1	MKRN4P
EVL	LINC02700	NELL1	CAPN3
SPATS2	STXBP3	NOP53	AC253536.3
APOM	APOBEC3F	AL645504.1	SLC22A20P
MSL3	TMEM54	ADRA2C	KLK13
AHDC1	AL512598.1	ATP5MC2P4	PCCA
ARL6IP6	AC113139.1	RPL23AP2	SETDB2
STKLD1	AC009022.1	NACA	ACPP
EFNB2	TPCN2	JMJD1C-AS1	BNC2
GRIA3	RBM22P4	RPS3AP6	AC012615.2
MAML1	ZYG11A	BRI3P1	HELZ
R3HCC1	NALT1	SNHG6	MAS1
AFAP1L2	LINC00941	MCMDC2	UBR4
AL138689.2	AC079684.2	PMFBP1	SLCO4C1
AJ009632.2	AC010883.1	AC079296.1	AL136295.5
RN7SL674P	LDB2	CCNB2P1	AC004918.1
AC015909.3	MIR6739	CAVIN3	LINC01405
HMGN1P13	LINC01322	C4orf33	DUSP10
DPH5	CSRNP1	EIF3H	CADM2-AS1
FRMD6	AC079775.1	UBXN2B	AP000755.2
AC012306.2	UNC45B	AL357075.4	MYOF
LINC02606	HCG4	FN1	AL162739.1
OR7E101P	RPL23AP23	AC068205.1	LTBR
TSPAN9	GHRHR	WNT1	NAP1L3
RAB3GAP1	FGF7P6	C1orf54	TACR1
AC027287.1	LEPR	TCF12	RASAL2
RPL34P34	B2M	RPL13AP23	TMEM82
AC007098.1	ECSCR	PMEL	PLXNB1
CTSK	ADAM1A	FAM131C	CNMD
AC016042.1	GOLGA8S	RGS9BP	AC211433.1
AC007546.3	VPS4B	CABLES2	BCAS1
PAX7	MIR3942	CLIC1	VAT1L
DENND5A	LINC02767	SMARCE1	DPPA3
FGFRL1	LCP1	RPS11P5	LINC00862
ISL1	AC003043.3	AL589740.1	LINC01091
ZNF391	IGSF10	ERGIC3	TNMD
IKZF4	ZNF720	AL139095.2	ARHGAP1
C5orf30	PLEKHB2	AC011005.1	AC090510.2
MUSTN1	GUCY2D	C1GALT1C1	NFE2L3
NACA3P	POLQ	EIF3L	CHP2
ARHGAP30	EMB	LIM2	CIPC
NEDD4	RNF213	MDK	HSD11B2
LINC01948	ARHGEF10	CPVL	DSTNP1
PCDHGA12	DANT2	SPAG9	AL390294.1
SVIL-AS1	SPATA3-AS1	FGF9	TP53I11
JMJD7	SERINC3	AC125807.1	AC117945.2
UBBP1	AC083798.1	TRAPPC2	ACOXL
FAM107B	AC002543.1	ABCC4	IDO1
ACSF2	AC100826.1	LRRFIP2	LINC02754
C8orf31	AC096751.1	MIR3654	LARS2
BX284668.2	SLC25A19	EIF3E	KRT87P
NR2F2	FAM161A	STK17A	UNC13D
EPB41L1	AC068888.2	AP002990.1	AL138720.1
SOX1-OT	LITAF	LINC00092	SLC38A5
FNTB	AC090198.1	EEF1A1P22	GALNT6
L34079.1	ZNF493	CAPZA1	AC243965.2
SHLD2P3	ACAA2	IGFBP2	SNORD116-13
DTX4	MAFB	HTATSF1	FAM117B
PIGS	PKIB	CRYBB2P1	ACSM4
PPM1F	OXNAD1	CTSZ	KRT7-AS
TTLL1	RABGGTB	CD302	KLK1
AC010478.1	AC019178.2	FAM107B	AC007991.4
AC016065.1	AC100814.1	WIPF1	KIFC2
AL096701.4	LINC01339	EEF1G	IFNLR1
AC144652.1	AP005060.1	DCST1-AS1	CCDC114
PAFAH1B1	VTI1BP4	LINC02109	LINC01880
DIRC3-AS1	AC012317.2	EIF3F	AL356495.1
GAS1	ACER3	AL590286.1	MMP25
TGFBR1	ZFP3	AC114811.2	BFSP1
EIF3LP3	CHDH	REEP4	AC053503.3
MGLL	LINC02615	AC008957.3	SCGB3A2
ZNF19	AL512363.1	AC090692.1	SEMA5B
RIOK3	PKD2	NOP53-AS1	AL033539.2
YTHDF3-AS1	LINC02139	HAP1	AP002754.1
HOMER3	TRIM50	RELL1	LAG3
AC027290.2	AC080068.1	TSPAN5	AC116609.1
LRRC53	RPL7P20	PIAS1	AC078993.1
GBE1	CPM	ARL6IP1P2	SUN1
CLK3	UVSSA	AC078909.1	MYH7B
TAB2	VPS9D1-AS1	RPL13	ESRG
DAAM2-AS1	NAP1L2	CORO1C	ORM2
NRP1	AL035450.1	LINC00511	CCL28
GALNT16	ARHGEF6	AC006557.4	FAM160A1-DT
LDAH	MTND6P4	RPL10AP1	GABRQ
C11orf49	U73166.1	AC136618.1	AC007375.3
NOP53	VAC14	MAP2K2	AC063949.2
GTF2IP4	AC100823.1	AC068733.3	NFKBID
AC112236.2	SH2D2A	AC100812.1	CAP2P1
AC113386.1	ETV4	SLC4A4	AC243830.1
SERGEF	KCNC4	RPL5P24	FYCO1
MAPRE2	AC021443.1	HNRNPA1P61	DPPA2
RBMS2	AC091887.1	COL18A1	MAGEB17
ZNF428	HCG11	FANCC	EPHA1
NADK2	TRGV6	GAMT	AC092850.2
TMEM107	PACSIN3	SEPTIN11	AC122688.3
DAPK2	NRG4	MZT2B	AL591845.1
ABHD16A	EMILIN2	GPR39	DHX58
RPL30P7	AC007255.1	NACA2	MAGEB1
ERICH3	BCYRN1	RPL37P6	PRR36
ZNF503	AC019257.9	MFF-DT	APELA
MYL6B	NAV2-AS1	AC080038.4	LDB2
MSNP1	LINC01570	SUMO3	PYROXD2
AL662899.3	AL080250.1	CNN3	ONECUT1
INTS12	ICE1	DIPK1C	LINC01278
GOLM1	FASTKD1	TLK2	SFRP5
EPO	L3MBTL1	NEU4	GATA3
L34079.3	LINC00871	PLIN3	TAF4B
CPA1	OSTCP8	ZNF518B	AC010536.3
AMIGO1	AL390294.1	KDM4D	IKBKE
B3GALT2	LINC02204	EEF1A1P12	AC113554.1
LINC00652	RASGRP4	NUDT10	AL121749.2
SFXN1	LINC02026	TMEM132C	LINC02334
AC093323.1	HEXIM1	C1QL3	TTC7B
AL358334.4	AC146507.3	PRDM6	AC074051.5
PDXP	BTBD11	PPARG	AP003559.1
AC117503.1	ANKRD36BP2	HEBP2	SNCB
SARS1	AC131009.3	AC012100.3	SPINT2
GPAM	DPY30	NSMCE2	CD44-AS1
CNTROB	RN7SL236P	AL355987.2	ERAS
TRIM21	SEMA6D	Z68323.1	AC133473.1
ASIC1	ZNF207	RAB8B	DYNC1H1
FAM104B	XKR6	TFAP2D	PLEKHB2
ZNF740	AC040160.1	RAB11A	KRT7
LOXL4	GRIPAP1	SPATS2	AC100830.1
IPP	AC010615.2	SLC7A8	SCNN1A
ETFA	TAC4	HS1BP3	TRBC2
RAI1	BUB1B-PAK6	COMMD8	BCL2L14
SVIL	AC073910.1	TRMT10A	ZNF860
COL11A2	ALMS1	ARHGAP15	CHST4
DDAH2	HCN2	AL022311.1	CDC37L1
KIRREL3	RPL7P17	WDR76	AP002856.2
AP001347.1	AL049198.1	AC051619.5	TNFRSF12A
ANKMY1	KSR2	TWSG1	AC015909.4
AL365232.1	CCDC169	AC019117.4	MAL2-AS1
PABPC4L	ARGFXP2	NFIL3	CSPG4
BMPR1B	LINC01063	RDH10	PNPLA3
INS-IGF2	AC137561.1	HIGD2B	AC092865.4
WSCD1	UNC5D	AC079834.2	KIAA1210
ERLEC1P1	TIMM9P1	DPH5	ACSM6
AC055811.4	AC068787.3	NSA2	PDP2
PDCL	PF4	AL049834.1	AP4M1
CNTN4	ZBTB7B	CXXC4	AC006058.3
AC132872.5	AC092040.2	C8orf34	TNFRSF8
NACA4P	AC253536.6	WBP4	AL162431.2
NEUROD1	AL023284.4	RAP1GDS1	CRYGEP
GFRA1	AC090772.3	NFKB1	NEUROG3
LINC00379	ATF1	UBTD2	UGP2
EYA2	TBC1D17	EIF3LP1	DOCK4
SREBF2	NXNL2	PROS1	B3GALT5-AS1
AC093249.6	AC093422.2	TOX3	AC084864.1
TUBAP2	RXRA	LYPD1	TOB1
RFXANK	HEPHL1	AL357055.1	POU5F1P4
AC120049.1	RCHY1	ZNF608	FASTK
UBXN1	CHST6	ARMCX1	FHOD1
AC025162.1	AL500527.1	AC005014.4	FAN1
AC073834.1	IVD	RBFOX1	AC093904.2
AC009812.5	ARHGEF16	STK16	AL590133.1
ELP5	AC004801.2	AC027319.1	SLC30A5
APBA2	ASTN2	AP000281.2	NAV2
AL356419.1	PANK1	SDCBP	TRIML2
SCUBE3	AC084855.1	BTC	LZTS3
SHQ1P1	SRRM3	MBIP	VRTN
C22orf39	OR2S1P	BLVRA	AL445933.1
AP001160.2	FMO2	PEG10	TRIM43B
GPHN	MT1E	AHR	AC100861.2
DAAM2	MRM1	RPL10P15	MID1IP1
ZC4H2	FASTKD5	MZT2A	IQANK1
LEF1-AS1	AC004147.2	IL10RB	SERPINB5
ST3GAL3	L2HGDH	AC073332.1	AC005336.2
KIAA1257	ETV1	PCBD1	JMY
FN1	TOX	TAB2-AS1	AC020931.1
SEPTIN7-AS1	LINC02751	RPL6P27	LNCPRESS2
AL136968.2	CGB2	YTHDF3-AS1	USP28
TIFA	AC079140.3	IFT81	CDKL5
AC040169.1	AL138830.2	AP000295.1	ZSCAN31
MPRIPP1	CD177P1	AC138811.2	CNTN1
AL139384.1	AC006557.1	MICU2	C19orf33
AC027682.6	IQSEC2	CCDC25	AP003717.2
MIR4253	LINC02266	NOS2	AC026688.1
TMEM9	TNFSF14	AC092958.1	AC097520.1
AC008972.2	ZNF33A	NPY2R	AC104304.2
LONRF3	MIR6729	FKBP10	ITLN2
PRKRIP1	PRICKLE2	CTSK	DBIL5P2
HMGCR	ACVR2B-AS1	GGNBP2	PCBP3
C11orf74	RPL21P121	MRC2	AL157834.3
DHRS4-AS1	SLC8A2	CD82	MMP16
SLC47A1	TIMP4	RPL10	AL031848.1
RASGEF1C	AC124319.3	SCRG1	MIR4730
RPL34P27	ZBTB12BP	GPC3	GDF3
ADGRL2	CDH22	PTER	AL157834.4
AC007351.1	DDX18P4	ZNF706	PSORS1C1
DPYD	WASHC4	LINC01918	ZNF577
RPL5P34	AP003392.1	BLOC1S5	TRIM72
FAH	MIR4458	AC233296.1	SLC12A8
CRTC3-AS1	TCF7L2	CRABP2	ADCYAP1R1
SULT1A1	AC092042.3	ARPC5	CSF1R
RLF	CAPG	ZNF823	MEGF11
PSEN1	GDA	ZNF621	APBB3
AC241585.2	SGO1-AS1	RPS27	MGRN1
RPL10P16	AL138767.3	AL603882.1	L1TD1
TADA3	ETV6	PPP1R8P1	IL17B
DHRSX	TNFRSF10A-AS1	LINC01584	AC004448.2
EPHB2	KRT8P45	ANP32BP1	RASD2
EMP1	NEK8	KYAT3	C4orf51
POGLUT2	IPCEF1	SHF	LINC01194
AP3M2	TMEM181	EPHA7	LRRTM3
RNF165	IL12RB2	SAR1A	YY1
ARRDC3	BTNL9	SBNO1-AS1	LAMA5
MTR	BCOR	CYS1	PTCD2
AC005306.1	TCL1A	AC002996.1	SHISA3
SDHAP1	AC010480.1	SLC17A5	AC073476.4
AC008758.3	PHACTR2	RPS19	AC104791.1
BCORL1	ERG	AC090602.1	AC009097.1
FDFT1	WWC3	RPL13AP7	AL009031.1
JMJD1C-AS1	RASAL3	SLCO2A1	LINC01139
FZD3	HIGD1AP11	DYNC2H1	SPRY3
FSCN1	AC091045.1	RPL13A	MT-ATP8
TBC1D5	AC012321.1	IFT74	AC026620.2
UNC13B	GBP4	OPN1SW	AATBC
AL121601.1	AC002525.1	RPS23	AC013717.1
GALNTL6	BISPR	C15orf61	LYPLAL1
AC013643.2	P3H2	CD247	AC022140.1
TMCC3	AL512283.2	TMSB15B	PYCARD
TOR2A	AC005740.1	ABCA5	ANK3
MAP7D1	PLUT	TMCC3	TDGF1
CRYZL1	SLC25A29	AP000553.2	ASTE1
AL513523.4	STRCP1	PDE1C	RUNDC3A-AS1
AP005210.1	HLA-K	CCKBR	NR1H2
AP000866.1	SLCO4C1	OTX2-AS1	ALOX15
EMX2	AC121338.2	REM1	DPPA4
RPL39	AC083964.1	CCNG2	AL139005.1
PRC1	BCRP3	AC079296.2	LHFPL4
ID3	AC006978.2	ALDH2	TRIM54
CPXM1	LYSMD3	TMEM74	SCIN
ALKBH5	RN7SKP128	AL133299.1	FOXH1
AL359541.2	LINC01836	FRG1	PYCARD-AS1
COL1A2	AC009055.1	PAX6	AC006077.2
LINC01801	NEB	FARP1	AC015921.1
AL157935.3	FPR2	TRIM52-AS1	OR5H8
RNF215	WDR62	CORT	PISD
AC007846.2	LINC02323	AC080079.2	AC009055.2
